address,city,county,state,zip,rent,bedrooms,bath_full,bath_partial,garage,description
303 N Radcliffe St,Hilo,Hawaii,HI,96720,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
73 Saint Ann St #86,Reno,Washoe,NV,89502,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
44 58th St,Wheeling,Cook,IL,60090,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
9745 W Main St,Randolph,Morris,NJ,7869,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
84 Bloomfield Ave,Spartanburg,Spartanburg,SC,29301,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
287 Youngstown Warren Rd,Hampstead,Carroll,MD,21074,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
6 Van Buren St,Mount Vernon,Westchester,NY,10553,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
229 N Forty Driv,New York,New York,NY,10011,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
2887 Knowlton St #5435,Berkeley,Alameda,CA,94710,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
523 Marquette Ave,Concord,Middlesex,MA,1742,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
3717 Hamann Industrial Pky,San Francisco,San Francisco,CA,94104,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
3 State Route 35 S,Paramus,Bergen,NJ,7652,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
82 N Highway 67,Oakley,Contra Costa,CA,94561,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
9 Murfreesboro Rd,Chicago,Cook,IL,60623,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
6 S Broadway St,Cedar Grove,Essex,NJ,7009,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
6 Harry L Dr #6327,Perrysburg,Wood,OH,43551,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
47939 Porter Ave,Gardena,Los Angeles,CA,90248,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
9 Wales Rd Ne #914,Homosassa,Citrus,FL,34448,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
195 13n N,Santa Clara,Santa Clara,CA,95054,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
99 Tank Farm Rd,Hazleton,Luzerne,PA,18201,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
4671 Alemany Blvd,Jersey City,Hudson,NJ,7304,,1,1,0,0,"Lovely historic detail is the hallmark of this condominium in Van Vorst Park. This is a sought-after parlor floor level one-bedroom condo. The home is ideally located just 2.5 blocks from the Grove Street PATH station. Original details include floor-to-ceiling windows, crown moldings, wood floors, high ceilings, two marble mantels and some exposed brick. There are a washer and dryer in unit. Very low monthly maintenance fee and taxes."
